movie_id,realisateurs,scenaristes,acteurs
128745,['62960'],"['62960', '62960']","['6415', '173450', '2080', '10037', '3150', '179676', '100313', '6527']"
130604,['19046'],"['87266', '106743', '85858', '94462']","['92191', '66099', '117933', '4204', '5198', '5293', '11488', '33046']"
252039,['248322'],"['248322', '794916']","['757598', '704008', '795552', '795551', '221603', '768667', '812366', '260047']"
222030,['4894'],"['214070', '4894', '4894', '214069', '127082']","['1853', '11007', '1361', '19593', '16836', '95821', '2889', '25429']"
61543,['11901'],"['11901', '43718', '3760']","['67073', '76933', '83304', '6099', '103091', '100692', '14437', '167231']"
279769,['67445'],['867709'],"['564373', '852641', '11990']"
281460,['432881'],['432881'],"['660512', '83323', '869129', '738380', '408447', '833571', '51821', '113840']"
287305,['105860'],['730248'],"['27223', '105153', '510076', '184634', '83821', '33299', '185664', '535209']"
257934,['5790'],,"['17826', '1002', '180052', '561256', '160813', '9403', '153691', '574967']"
45560,['22017'],"['89183', '47206']","['14451', '80569', '38944', '74615', '14454', '4788', '5241', '97797']"
13332,['1907'],"['28989', '24777', '20609']","['5311', '6226', '16335', '15676', '22662', '22663', '19194', '108182']"
138726,['69741'],['136383'],"['93036', '97560', '25907', '130762', '165792', '103816', '11655', '33229']"
190159,['25100'],"['37234', '185291']","['21589', '220147', '32776', '99259', '25213', '561', '18851', '29495']"
109443,['81531'],"['131786', '59857', '70366', '91993']","['38870', '29331', '81795', '97022', '92578', '61378', '23887', '56369']"
126625,['48326'],"['48326', '78598']","['131558', '28587', '137665', '82490', '187878', '133997', '101929', '137035']"
279074,['457574'],['457574'],"['12024', '15495', '100086', '729283', '931615', '915091', '527957', '29360']"
13523,['19803'],"['19803', '36947', '41708', '41709']","['6049', '6', '398', '6786', '20013', '22860', '22176', '135867']"
221117,['190743'],"['43389', '187592', '607671']","['238841', '434934', '18826']"
252012,['794823'],['794823'],"['518769', '83894', '8503', '11325', '252853', '908147', '229644', '181331']"
266837,['21642'],['21642'],"['21642', '34249', '788894', '875275', '133337', '260435', '6322', '80435']"
46077,['3688'],['59142'],"['3372', '2596', '11406', '374', '11261', '620', '55441', '1070']"
4906,['11541'],['21571'],"['11542', '36530', '59721', '4786', '4869', '11543', '3216', '78755']"
288655,['421554'],['699674'],"['598322', '471110', '913819', '920837', '466711', '903791']"
1052,['2492'],['2492'],"['1856', '165', '3150', '3153', '3151', '3152', '183394', '183395']"
1070,['3129'],['19169'],"['10100', '1772', '3212', '70765', '10340', '81847', '659', '3129']"
241113,['206249'],"['206249', '194759']","['506290', '28260', '3153', '93124', '134308', '69557', '498998', '812773']"
303904,['493649'],['493649'],"['804075', '857156', '962936', '962937']"
262092,['1001'],"['1001', '95123', '1001', '617519']","['191', '465360', '617692', '633118', '548434', '463453', '95123', '1357']"
264,['940'],"['940', '478671']","['593378', '529304', '8128', '944', '943', '456', '9926', '12869']"
265088,['262412'],['251214'],"['221188', '641868', '674080', '680323', '854875', '672782', '911652']"
268928,['127662'],"['854681', '119515']","['132969', '6405', '681347', '192867', '844314', '855679', '479934', '105174']"
1195,['1827'],['1827'],"['2660', '3485', '3486', '3487', '31717', '3489', '1280', '168585']"
186028,['451032'],"['543839', '544663', '95486', '534485', '451032']","['226163', '103091', '409005', '486844', '548249', '422394', '31405', '46627']"
227827,['12746'],"['12746', '677908']","['730284', '156875', '731789', '718295', '671494', '216237', '734987']"
255868,['257812'],['257812'],"['897132', '649733', '898925', '898928', '453385', '898927', '898924', '897131']"
13103,['1110'],"['65791', '65792', '1110']","['15344', '22445', '19663', '3019', '22446', '20277', '31086', '57317']"
195381,['725'],"['725', '725', '48227']","['725', '413717', '136292', '373', '2563', '10297', '1908', '524091']"
8258,['15506'],"['36204', '74613', '74613']","['1971', '148786', '1046', '9656', '16422', '16423', '18881', '54489']"
275477,['413625'],"['619701', '179521']","['759628', '146622', '227460', '799229', '558803']"
246790,['522404'],['521504'],"['671842', '518644', '240157', '570640', '754283', '9682', '98385', '59257']"
255091,['95169'],"['134523', '789970']","['18399', '101', '134724', '17615', '8745', '99706', '166801', '101221']"
222008,['101751'],['101751'],"['606793', '216709', '531373', '227924', '165960', '180052', '36145', '172028']"
244756,['732385'],['732385'],"['765073', '690094', '734334', '683688', '19193', '5123', '606024', '3956']"
223761,['564043'],['564043'],"['669561', '609460', '655430', '655427', '655429', '201252', '631897', '671413']"
292831,['653628'],"['166943', '660390']","['35872', '252691', '515119', '71440', '424174', '892353', '40334', '785700']"
3,['14'],"['37991', '11629', '11629', '14', '36205', '37991']","['15', '16', '669', '6858', '5580', '84887', '7184', '25202']"
28654,['7832'],"['52396', '15695', '57608', '155745']","['660', '14611', '21377', '68435', '56369', '46807', '96324', '98385']"
60077,['85945'],"['104298', '162382', '104298', '17568', '112293']","['14454', '31579', '127023', '34432', '68416', '27617', '115628', '27870']"
14586,['23995'],"['23995', '91494', '43870', '145921', '18888']","['23996', '23997', '2333', '922', '21572', '23998', '26994', '9640']"
231733,['454391'],"['97462', '227950', '454391']","['703', '34283', '70732', '36145', '154504', '52214', '13425', '66253']"
253832,['73612'],['73612'],"['547722', '111964', '118624', '258722', '137055', '12197', '99044', '488323']"
243520,['27699'],"['27699', '616464']","['616464', '617041', '438411', '27718', '626774']"
8368,['14574'],['14574'],"['7260', '16553', '16551', '16552', '14578', '16075', '61267']"
41950,['19803'],['70346'],"['11199', '24466', '70345', '24468', '4537', '98317', '98318', '84639']"
106635,['440'],"['65153', '47210', '52912']","['19297', '12399', '23420', '6405', '15685', '127826', '15314', '98078']"
148103,['83413'],['83413'],"['18856', '8402', '49187', '16472', '17615', '11217', '5212', '25938']"
2336,['566'],"['43896', '83522']","['5894', '5501', '5893', '1514', '3449', '7519', '22860', '21084']"
241952,['41486'],"['130753', '134317']","['75130', '88636', '169853', '8399', '6660', '99657', '136323', '126865']"
273492,"['164875', '164888']","['164875', '164875']","['164875', '431275', '934957', '726741', '934958', '739647']"
29279,['61701'],"['65587', '65588']","['30357', '30360', '30358', '30359', '30361', '64362', '30362', '44953']"
29436,['29672'],"['29672', '89568', '43982']","['2535', '38674', '13069', '42174', '89556', '26037', '89554', '89555']"
43925,['18888'],"['79207', '18888']","['29400', '69018', '73293', '18770', '42695', '3372', '30359', '35065']"
33285,['5015'],"['5015', '43107', '76505']","['6527', '5390', '953', '37895', '11645', '38252', '20027', '26395']"
212795,['20919'],"['69536', '717783', '717782', '477578']","['5720', '72499', '9407', '5361', '1343', '76172', '7151', '46948']"
20614,['12147'],"['12147', '49426']","['10', '12973', '20218', '29709', '29710', '454247', '49424', '172630']"
226909,['33617'],"['33617', '730953', '89990']","['471890', '21075', '104388', '11852', '9488', '558558', '543481', '113758']"
4686,['11089'],"['11089', '35756', '36149']","['222', '3291', '92909', '91929', '3460', '3051', '35991', '72991']"
38254,['30289'],['30289'],"['17255', '95227', '20265', '71436', '71438', '12921', '71437', '12515']"
273659,['871898'],['871898'],"['871938', '871939', '871942', '871944', '871940', '871941', '871949', '871950']"
12027,['8309'],"['96398', '8309']","['263', '10802', '8313', '11293', '26398', '62351', '18555', '20960']"
17865,['27216'],['101457'],"['27217', '14512', '10392', '35288', '27218', '27219', '55210', '6012']"
220034,['5790'],['5790'],"['1002', '73144', '104705', '228367', '610255', '315', '441', '149206']"
252205,"['706087', '574132']","['574132', '151515', '706087']","['734855', '96541', '728107', '765445', '652302', '862430', '606623', '841961']"
268709,['76145'],"['76145', '661008', '770584']","['661008', '60704', '15715', '176840', '881953', '209895', '881952', '881955']"
133688,['97752'],"['132395', '97752']","['2350', '71916', '3037', '18641', '144941', '11645', '149522', '506290']"
224951,['218499'],"['438777', '543839', '218499', '225317']","['438777', '128597', '1397', '131972', '141849', '168026', '414184', '82479']"
253854,['3250'],['3250'],"['19334', '92191', '38279', '117465', '160997', '17080', '413166', '59570']"
283350,"['244247', '906010']",['221540'],"['741735', '254081', '73300', '906206', '250896', '203384', '615680', '207324']"
269632,['1008'],"['1008', '175774']","['1010', '8402', '1009', '91434', '29743', '11025', '90925', '187841']"
49350,['28163'],"['60213', '84692']","['6693', '13176', '34883', '55635', '97778', '94997', '98657', '94996']"
307793,,,
288504,['216516'],['856829'],"['238333', '554574', '29394', '862084', '619410', '206603', '514510', '451998']"
194,['45'],['55698'],"['707', '708', '709', '710', '711', '712', '16243', '145781']"
237241,['64977'],"['145380', '811558']","['586280', '6351', '474310', '99259', '540538', '129665', '32396', '20383']"
292180,['764094'],"['764094', '834083']","['823469', '208003', '127912', '535012', '766625', '931300', '931301', '931302']"
276504,,,"['470842', '471746', '112925', '55187', '98027', '128148', '755575', '55190']"
281964,['413625'],"['413625', '910592']","['10345', '2785', '225731', '802226', '666766', '703856', '746362', '586977']"
58136,['58175'],['58175'],"['100780', '102853', '119017', '122258', '436140', '448132', '451271', '459684']"
267126,"['577411', '175827']","['577411', '175827']","['83323', '790043', '4979', '141502', '105235', '258614', '90384', '108121']"
36190,['5702'],"['5702', '36150']","['1920', '755', '740', '444', '2841', '58969', '103622', '39611']"
134533,['182147'],"['106404', '457928', '106403', '107108', '107107']","['188580', '4702', '108983', '401761', '172545', '104705', '457890', '457889']"
1500,"['1027', '51779']","['1027', '51779']","['536', '4202', '4203', '4204', '4205', '4206', '1029', '437046']"
251752,['132307'],"['168945', '132307', '908413']","['758203', '696566', '793958', '20969', '142429', '536901', '66444', '192510']"
252200,['3989'],"['3989', '37777', '44272']","['947', '82057', '669466', '3098', '17756', '708690', '831707']"
287516,['657752'],['657752'],"['104451', '240087', '166699', '189382', '89682', '178660', '704062', '757594']"
29958,"['18783', '259134']",['18783'],"['25743', '29200', '64394', '23420', '117868', '53874', '32293', '53878']"
4488,['3635'],['3635'],"['1084', '10670', '10672', '10673', '10671', '17761', '102516', '102517']"
136381,['41958'],"['11848', '41958', '41958', '11848']","['25348', '227924', '20011', '11848', '426333', '426336', '112994', '28984']"
186634,['203669'],['203669'],"['8', '259', '69081', '83894', '455870', '9433', '227753', '126599']"
21631,['5936'],"['90863', '75743', '73860', '5936']","['10824', '7105', '7109', '54668', '23089', '15774', '452', '74245']"
243879,['210716'],"['136125', '51029', '23024', '761988']","['1659', '253074', '438777', '137485', '25021', '34397', '142809', '558868']"
51435,['932'],"['932', '58643', '36650']","['5958', '10017', '9289', '631', '34482', '88325', '223', '34800']"
145616,['17785'],['77789'],"['27049', '66323', '25492', '14365', '62825', '220154', '447025', '173798']"
15127,['16478'],"['78024', '3465', '52155']","['1513', '18764', '24566', '72287', '53221', '24383', '454327', '18650']"
286842,['907053'],"['412199', '553993']","['94668', '915784', '237777', '769028', '818356', '915785', '915786', '915787']"
263740,['154236'],"['154236', '76901']","['453901', '754666', '90639', '492630', '180029', '561248', '958219']"
308131,['62792'],['62792'],"['182015', '974478', '974479', '974480', '974482', '851981', '974481']"
3230,['3688'],['86679'],"['375', '843', '2413', '4435', '8189', '5066', '96937', '96938']"
9288,['4910'],"['98189', '152688']","['466', '4239', '16349', '5992', '7317', '83136', '95172', '26257']"
227652,['230872'],['406987'],"['1555', '565101', '128205', '248574', '3242', '606903', '238492', '167187']"
32591,['12562'],"['44885', '55399', '49839']","['34646', '598', '593', '696', '1717', '5010', '6143', '53774']"
32729,['5015'],"['25342', '25342']","['12559', '101', '5902', '2593', '10902', '1486', '183900', '52447']"
274818,['831061'],['831061'],"['711961', '32396', '638580', '435018', '406953', '775428', '718952', '205214']"
